12/01/2018 03:42,,
Código,,Descrição
01,Animais vivos,
0101,"Cavalos, asininos e muares, vivos.",
01012,- Cavalos:,
01012100,-- Reprodutores de raça pura,
01012900,-- Outros,
01013000,- Asininos,
01019000,- Outros,
0102,Animais vivos da espécie bovina.,
01022,- Bovinos domésticos:,
010221,-- Reprodutores de raça pura,
01022110,Prenhes ou com cria ao pé,
01022190,Outros,
010229,-- Outros,
0102291,Para reprodução,
01022911,Prenhes ou com cria ao pé,
01022919,Outros,
01022990,Outros,
01023,- Búfalos:,
010231,-- Reprodutores de raça pura,
01023110,Prenhes ou com cria ao pé,
01023190,Outros,
010239,-- Outros,
0102391,Para reprodução,
01023911,Prenhes ou com cria ao pé,
01023919,Outros,
01023990,Outros,
01029000,- Outros,
0103,Animais vivos da espécie suína.,
01031000,- Reprodutores de raça pura,
01039,- Outros:,
01039100,-- De peso inferior a 50 kg,
01039200,-- De peso igual ou superior a 50 kg,
0104,Animais vivos das espécies ovina e caprina.,
010410,- Ovinos,
0104101,Reprodutores de raça pura,
01041011,Prenhes ou com cria ao pé,
01041019,Outros,
01041090,Outros,
010420,- Caprinos,
01042010,Reprodutores de raça pura,
01042090,Outros,
0105,"Galos, galinhas, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos.",
01051,- De peso não superior a 185 g:,
010511,-- Galos e galinhas
01051110,"De linhas puras ou híbridas, para reprodução"
01051190,Outros
01051200,-- Peruas e perus
01051300,-- Patos
01051400,-- Gansos
01051500,-- Galinhas-d'angola (pintadas)
01059,- Outros:
01059400,-- Aves da espécie Gallus domesticus
01059900,-- Outros
0106,Outros animais vivos.
01061,- Mamíferos:
01061100,-- Primatas
01061200,"-- Baleias, golfinhos e botos (mamíferos da ordem Cetac"
01061300,-- Camelos e outros camelídeos (Camelidae)
01061400,-- Coelhos e lebres
01061900,-- Outros
01062000,- Répteis (incluindo as serpentes e as tartarugas marin
01063,- Aves:
01063100,-- Aves de rapina
01063200,"-- Psitaciformes (incluindo os papagaios, os periquitos"
010633,-- Avestruzes; emus (Dromaius novaehollandiae)
01063310,"Avestruzes (Struthio camelus), para reprodução"
01063390,Outros
01063900,-- Outras
01064,- Insetos:
01064100,-- Abelhas
01064900,-- Outros
01069000,- Outros
02,"Carnes e miudezas, comestíveis"
0201,"Carnes de animais da espécie bovina, frescas ou refrigeradas."
02011000,- Carcaças e meias-carcaças
020120,- Outras peças não desossadas
02012010,Quartos dianteiros
02012020,Quartos traseiros
02012090,Outras
02013000,- Desossadas
0202,"Carnes de animais da espécie bovina, congeladas."
02021000,- Carcaças e meias-carcaças
020220,- Outras peças não desossadas
02022010,Quartos dianteiros
